Hours_Studied,Attendance,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,bool_Internet_Access,Tutoring_Sessions,School_Type_Private,School_Type_Public,Physical_Activity,numeric_Parental_Education_Level,numeric_Distance_from_Home,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
20,84,False,5,96,True,1,False,True,2,0,0,65,0,1,0,0,1,-1,False
19,79,False,8,92,True,1,False,True,2,0,0,68,1,1,2,1,2,1,False
39,95,True,9,54,True,2,True,False,3,0,1,77,1,2,2,1,1,1,False
22,61,True,6,97,True,0,False,True,2,0,0,63,1,1,2,0,2,-1,True
15,86,True,10,68,True,0,False,True,5,1,0,69,2,2,1,2,1,0,False
17,91,True,8,66,True,3,False,True,2,1,0,69,1,1,1,1,0,1,False
27,90,False,8,67,True,2,False,True,3,2,0,70,1,0,1,1,1,-1,False
21,95,True,6,66,True,1,False,True,4,1,0,73,2,1,2,1,2,1,False
11,89,True,9,76,True,1,False,True,3,2,2,66,1,0,1,1,2,0,False
26,97,False,5,79,True,2,True,False,3,0,0,71,1,0,2,0,0,1,False
16,73,True,6,71,True,2,False,True,5,1,0,66,1,0,1,2,2,1,False
31,80,True,6,71,True,2,False,True,3,0,0,71,1,1,2,0,2,0,False
26,61,True,5,87,True,3,False,True,2,0,0,66,1,0,1,2,2,1,True
17,60,True,8,50,True,0,False,True,4,0,0,63,1,2,2,0,2,1,False
28,70,True,8,97,True,5,False,True,5,0,0,70,2,2,1,0,0,-1,True
20,64,True,8,86,True,1,False,True,2,2,0,66,2,1,1,1,1,0,False
25,70,False,7,85,True,1,False,True,4,0,0,66,1,1,1,1,1,-1,False
23,67,False,8,71,True,2,False,True,4,1,1,66,1,1,2,1,1,0,False
15,61,False,7,98,True,1,False,True,3,0,0,62,1,1,1,1,1,0,False
16,96,False,6,50,True,1,False,True,3,1,0,69,1,1,2,1,2,1,False
26,60,True,6,54,True,1,True,False,1,2,1,63,0,2,0,0,1,1,False
18,89,True,4,90,True,1,False,True,2,2,0,68,1,0,0,2,1,1,True
18,66,False,9,87,True,1,True,False,3,0,1,64,1,2,1,1,0,1,False
14,96,True,9,64,True,2,False,True,3,2,1,69,0,2,2,0,2,0,False
23,96,True,10,80,True,3,False,True,3,0,0,71,0,1,0,0,2,1,False
32,86,True,6,77,False,2,True,False,4,0,0,71,1,1,1,1,0,-1,False
14,87,False,6,76,True,1,True,False,4,1,2,66,1,1,1,0,1,1,False
20,60,True,4,80,True,2,True,False,3,1,1,63,1,1,0,2,1,1,True
28,99,True,8,100,True,0,False,True,2,0,2,72,0,1,0,1,1,1,False
20,95,True,8,99,False,1,True,False,3,1,0,70,1,1,0,0,1,0,False
23,96,False,9,99,True,0,True,False,2,1,0,71,1,0,1,2,1,0,False
14,86,True,6,77,True,3,True,False,3,0,2,65,0,0,1,2,1,0,False
23,74,True,8,66,True,0,False,True,4,2,0,65,1,0,0,2,1,-1,False
19,96,False,6,78,True,1,False,True,2,0,2,67,0,1,2,0,0,1,False
26,72,False,9,81,True,0,False,True,3,0,0,68,2,1,2,1,2,0,False
27,83,True,8,66,True,3,False,True,4,1,2,70,1,1,1,1,1,1,False
36,64,True,5,82,True,2,True,False,2,0,0,70,1,1,1,1,2,1,False
23,97,True,7,81,True,2,False,True,3,0,0,72,0,2,0,1,2,0,False
22,66,False,4,95,True,1,False,True,5,1,1,65,1,2,1,0,0,0,False
21,69,True,5,62,True,2,False,True,3,0,0,65,1,1,2,0,1,1,False
18,82,True,5,85,True,3,True,False,4,2,0,71,2,1,2,1,2,0,False
22,91,True,6,73,True,3,False,True,4,2,0,74,2,2,0,2,1,1,False
18,85,False,7,56,True,0,True,False,4,0,1,64,0,1,0,0,1,1,False
21,69,False,7,66,True,1,True,False,4,0,2,64,1,1,2,1,1,0,False
28,60,True,7,53,True,3,True,False,3,0,0,65,1,2,0,0,1,0,False
14,90,True,7,66,True,1,False,True,5,1,0,67,0,1,1,1,1,0,False
27,99,False,7,53,True,2,False,True,3,1,0,73,2,1,0,0,2,0,False
28,92,False,5,96,True,1,False,True,3,1,1,72,0,2,2,1,0,0,False
19,78,False,7,55,True,0,False,True,3,1,0,65,1,1,0,1,1,1,False
7,96,False,9,91,True,0,False,True,4,1,0,67,1,2,1,0,1,0,False
28,81,True,8,73,True,0,False,True,3,2,0,70,2,1,0,1,2,-1,False
20,79,False,8,53,True,2,True,False,3,0,1,66,2,1,1,1,1,0,False
14,78,True,8,80,True,1,False,True,1,0,0,66,2,2,0,1,1,0,False
17,91,True,7,62,True,3,False,True,3,2,0,68,1,0,0,2,1,-1,False
25,81,True,8,59,True,3,False,True,4,1,0,68,0,1,0,0,1,1,False
23,73,False,8,78,True,0,False,True,4,0,1,67,2,2,0,2,1,0,False
19,70,True,8,68,False,1,False,True,3,1,0,65,2,1,2,0,1,1,False
18,62,True,8,87,True,4,False,True,4,1,0,64,1,0,1,0,1,1,False
18,83,False,5,80,True,1,False,True,2,1,0,70,2,1,2,2,2,1,False
14,69,False,5,91,True,0,False,True,3,1,1,63,0,1,1,2,1,1,False
30,66,False,6,53,False,2,False,True,2,0,0,65,1,2,0,0,1,1,False
18,86,True,9,62,True,4,False,True,2,2,0,67,0,1,1,1,1,-1,True
27,87,True,7,78,True,3,True,False,5,0,0,71,1,1,0,0,1,-1,False
29,90,True,7,94,True,1,True,False,4,0,0,73,2,1,1,0,0,0,False
26,80,False,4,91,True,1,True,False,3,0,2,67,1,1,0,0,1,0,False
17,96,True,7,84,True,2,True,False,3,1,0,72,2,1,1,0,2,1,False
22,97,False,7,79,True,2,False,True,0,0,2,71,1,1,2,1,2,1,False
20,92,True,4,82,True,0,False,True,4,2,0,72,1,2,2,1,1,0,False
15,85,True,7,61,True,1,False,True,3,0,0,68,2,2,1,1,2,-1,False
22,72,True,5,80,True,2,False,True,3,1,0,65,0,0,1,0,2,0,False
13,99,False,6,75,True,1,False,True,4,1,2,68,2,1,0,1,1,1,True
27,71,False,8,69,True,1,False,True,4,1,0,67,1,0,1,2,1,1,False
17,68,False,7,94,True,1,True,False,4,1,1,66,1,1,2,2,1,0,False
21,78,True,6,91,True,0,True,False,1,0,0,64,1,0,1,1,0,0,True
22,62,False,6,54,True,3,True,False,3,2,0,65,2,1,1,0,1,0,False
18,99,False,6,99,True,0,False,True,3,0,1,69,1,1,1,0,1,0,False
24,84,True,7,61,True,2,False,True,2,0,2,68,1,1,1,1,1,1,False
17,82,False,5,61,True,3,False,True,4,2,0,69,2,2,1,1,1,0,False
25,86,True,9,97,True,1,True,False,3,0,1,70,1,1,0,2,1,0,False
12,80,False,5,72,True,1,True,False,4,0,0,65,2,1,1,2,1,1,True
21,61,False,4,90,True,2,False,True,3,0,0,63,1,1,0,1,0,0,False
32,84,True,8,64,True,1,True,False,3,1,0,71,0,1,1,0,2,1,False
14,89,True,6,94,True,0,True,False,2,2,0,68,1,2,0,0,1,0,False
16,77,True,7,92,True,5,False,True,3,2,0,70,1,1,2,0,2,1,False
23,90,True,8,76,True,2,False,True,3,0,0,72,1,2,2,1,0,1,False
21,69,True,6,85,True,3,False,True,1,1,2,64,1,1,1,0,0,0,False
22,69,False,7,98,True,0,False,True,2,2,1,64,0,1,0,0,1,1,False
23,66,True,8,73,True,2,False,True,2,1,0,66,1,0,2,2,1,1,False
24,75,True,9,75,True,0,False,True,3,1,2,69,1,2,2,1,2,1,False
27,94,False,6,86,True,2,True,False,2,0,0,71,1,0,1,1,1,0,False
22,93,True,6,69,True,0,False,True,3,0,0,69,1,2,2,2,0,-1,True
19,75,False,8,98,True,1,False,True,3,2,1,67,2,1,0,0,1,0,False
24,84,True,7,52,True,0,False,True,3,0,0,66,0,1,1,0,2,0,False
31,89,False,7,70,True,2,False,True,2,0,1,71,1,1,1,0,2,1,False
19,70,True,9,86,True,2,False,True,2,0,0,63,1,0,0,2,1,0,True
14,67,False,4,71,True,0,False,True,4,1,0,62,1,0,1,2,1,0,False
27,99,False,5,63,True,0,False,True,4,0,0,73,1,2,1,1,2,0,False
19,85,False,4,71,True,1,False,True,3,0,2,66,2,1,0,1,2,-1,False
7,99,True,9,94,True,3,False,True,2,2,1,72,2,1,1,2,2,1,False
25,74,True,8,77,True,1,False,True,2,2,1,67,2,0,0,0,1,0,False
17,88,False,5,67,False,0,False,True,3,2,0,65,0,0,1,1,2,0,False
19,69,True,7,84,True,2,False,True,4,0,0,66,1,1,1,1,1,0,False
22,70,True,7,81,True,3,False,True,2,2,1,68,2,1,0,1,1,0,False
21,80,True,4,78,True,1,True,False,4,0,0,69,1,2,1,1,2,0,False
24,73,True,7,70,True,0,False,True,3,2,0,68,2,1,1,2,1,-1,False
17,67,True,5,54,True,0,False,True,2,0,1,61,1,2,1,0,1,-1,False
23,71,True,8,81,True,3,True,False,2,0,0,68,2,0,1,1,2,1,False
18,61,True,5,71,True,3,True,False,3,1,0,64,2,0,0,2,2,0,False
24,88,True,7,71,False,1,False,True,3,1,1,67,1,0,0,0,2,0,False
24,80,True,9,62,True,3,False,True,3,0,1,68,0,2,2,2,0,0,False
14,64,False,8,62,True,1,False,True,4,0,1,61,1,2,0,1,2,1,True
27,67,False,8,89,True,1,False,True,3,2,0,66,2,0,0,0,0,1,False
17,64,True,7,74,True,2,False,True,2,2,0,64,2,0,0,1,0,1,False
25,85,False,5,55,True,3,False,True,3,0,1,67,0,1,0,2,1,-1,False
22,64,False,6,52,True,2,True,False,4,1,1,64,1,2,0,2,1,-1,False
31,90,False,7,61,True,0,False,True,3,0,0,72,2,2,0,0,1,1,False
19,61,False,7,74,True,2,False,True,3,2,2,62,1,1,0,2,1,-1,False
18,70,True,5,81,True,2,True,False,2,0,2,63,2,1,0,0,1,-1,False
20,96,False,8,57,True,1,True,False,4,0,0,70,2,2,0,0,1,0,False
18,89,False,5,72,True,3,False,True,3,1,1,69,2,1,0,1,1,1,False
25,63,True,9,54,True,3,False,True,2,0,0,64,0,1,1,1,0,1,False
10,93,False,7,52,True,2,False,True,3,2,0,66,0,1,1,1,1,1,False
14,80,True,8,93,True,3,True,False,4,0,0,67,0,1,1,0,2,1,False
14,94,True,8,83,True,4,False,True,5,2,0,71,2,2,1,1,0,-1,True
26,84,True,10,89,True,0,True,False,1,0,2,70,1,2,1,0,2,1,False
30,87,False,7,59,True,2,False,True,3,0,1,69,0,1,1,1,1,0,False
19,69,True,6,72,False,1,False,True,1,1,0,64,1,2,1,0,1,0,False
20,85,True,9,83,True,3,False,True,3,1,0,70,2,1,0,1,1,1,True
27,78,True,5,77,True,0,True,False,3,2,0,69,2,0,1,1,0,0,False
21,61,False,7,58,True,1,False,True,3,0,0,60,0,1,1,1,0,-1,False
26,65,False,7,74,True,2,False,True,4,0,0,65,2,0,1,0,1,-1,False
23,86,False,8,91,True,0,False,True,0,0,0,67,1,1,1,0,1,-1,False
21,83,False,5,75,True,1,False,True,4,1,0,66,1,0,0,1,1,-1,False
26,82,False,7,60,False,3,False,True,3,2,0,68,0,2,1,0,1,0,False
4,61,True,7,71,True,0,False,True,1,2,0,58,0,2,2,0,0,1,False
24,79,True,5,88,True,0,False,True,3,0,1,67,0,2,1,1,1,0,False
9,76,True,7,79,True,1,False,True,3,0,0,62,1,1,1,0,1,0,False
23,85,False,7,98,False,2,False,True,3,2,1,69,0,2,2,0,1,-1,False
28,91,True,6,69,True,1,True,False,4,0,2,73,1,2,2,1,2,0,False
19,91,False,6,52,True,2,False,True,4,0,1,66,2,0,1,0,1,-1,True
26,81,True,5,82,True,0,False,True,5,2,0,67,0,1,1,1,1,-1,True
30,94,False,8,52,True,1,False,True,4,0,0,71,1,1,1,1,0,0,False
28,76,True,9,60,True,1,False,True,2,0,2,66,1,1,1,0,1,0,False
30,96,True,10,52,True,0,False,True,4,1,1,74,2,1,1,2,2,1,False
24,70,False,8,59,True,2,False,True,5,0,0,67,1,2,0,0,2,1,False
20,71,False,6,93,True,2,False,True,2,2,0,68,2,1,2,1,2,-1,False
10,62,False,6,87,True,2,False,True,3,0,0,61,1,1,2,0,2,0,False
15,77,True,7,95,True,4,False,True,4,0,1,65,0,1,0,0,1,1,False
33,69,True,7,83,True,2,False,True,2,2,0,71,1,2,1,1,0,0,False
19,69,False,7,72,True,1,False,True,2,0,2,61,1,0,1,0,0,1,False
21,96,True,9,53,True,0,False,True,3,1,0,70,1,2,1,0,2,0,False
23,93,False,6,87,True,2,True,False,3,0,1,70,1,0,1,1,1,0,False
20,82,True,9,69,True,1,False,True,3,1,0,69,1,2,0,1,1,1,False
30,85,True,7,65,True,2,False,True,3,0,0,70,2,0,2,0,1,-1,False
16,79,True,6,64,True,4,False,True,4,1,0,67,2,1,1,0,0,1,True
21,76,False,6,50,True,2,False,True,4,2,1,63,0,1,0,0,1,-1,False
16,97,False,7,87,True,1,False,True,3,0,0,70,1,1,1,2,1,0,False
12,65,False,8,57,True,1,True,False,5,0,0,61,1,1,1,2,2,1,True
16,77,True,6,76,True,1,False,True,1,2,1,64,0,2,0,0,1,0,False
20,74,True,8,51,True,2,False,True,3,1,0,65,1,1,2,1,1,-1,False
17,80,False,6,81,True,1,False,True,1,1,2,65,1,1,1,1,2,0,False
16,78,True,7,68,True,3,True,False,3,2,2,66,1,0,2,0,2,1,False
12,81,True,5,82,True,1,False,True,3,0,2,66,2,2,0,1,2,1,False
20,66,True,8,54,True,2,False,True,2,2,0,63,0,1,1,1,0,1,False
11,81,True,7,63,True,3,False,True,2,2,0,66,0,2,1,1,1,0,False
25,70,True,9,56,True,0,False,True,1,0,2,64,1,1,2,0,1,1,False
20,67,False,8,82,True,3,False,True,4,0,0,65,2,0,1,0,2,0,True
11,63,False,7,55,True,3,True,False,1,2,0,62,2,1,0,2,1,1,False
18,91,True,9,81,True,4,False,True,5,0,1,71,0,2,2,2,1,0,False
15,77,True,8,57,True,1,False,True,2,1,0,63,1,1,0,0,1,0,False
22,85,False,9,97,True,0,False,True,3,1,1,70,1,2,2,1,2,-1,False
28,89,True,6,71,True,2,True,False,4,1,1,70,1,0,0,0,1,0,False
9,87,False,8,56,True,1,False,True,3,1,1,65,1,1,1,1,2,1,False
19,76,True,5,66,True,2,True,False,4,1,0,66,1,0,1,1,1,1,False
24,75,False,9,95,True,0,False,True,2,1,0,68,1,0,2,1,2,1,False
21,86,False,5,57,True,1,True,False,3,0,0,68,2,2,1,0,1,-1,False
15,80,True,5,90,True,4,True,False,3,0,0,69,2,1,1,1,2,0,False
18,94,True,4,71,True,3,False,True,3,1,0,71,1,1,1,2,0,1,False
26,67,True,5,94,True,0,False,True,2,1,0,68,1,2,1,1,1,1,False
20,65,True,6,100,True,2,False,True,5,0,1,67,1,2,1,0,2,0,False
31,85,False,8,53,True,2,False,True,3,0,0,72,2,1,1,0,2,1,False
20,72,True,7,90,True,2,False,True,3,0,0,68,2,1,2,1,1,0,False
16,61,True,6,53,True,0,False,True,4,0,1,60,2,1,0,2,1,1,True
11,96,False,5,66,True,2,False,True,4,0,1,68,1,2,2,0,1,0,False
9,69,True,7,82,True,1,False,True,2,0,0,65,2,1,2,2,2,1,False
10,97,False,8,72,True,0,False,True,3,2,1,67,0,2,2,0,1,0,False
22,89,False,8,78,True,4,True,False,3,0,0,70,0,1,0,2,1,1,False
23,91,True,10,98,True,0,True,False,3,0,0,70,1,0,2,0,2,-1,False
11,68,False,6,91,True,3,False,True,2,1,2,61,1,1,0,0,2,-1,False
25,69,True,5,68,True,2,False,True,4,1,2,68,2,0,1,2,2,1,False
17,81,False,7,80,True,1,False,True,3,2,0,67,1,2,2,0,1,-1,False
21,67,False,7,52,True,3,False,True,3,0,1,62,1,2,1,0,1,-1,True
30,72,False,7,73,True,0,False,True,4,0,1,66,1,0,1,2,1,0,False
25,73,True,6,80,True,3,False,True,2,0,2,69,2,1,1,2,1,1,False
18,66,True,4,86,True,2,False,True,4,1,0,66,1,2,1,1,1,-1,False
15,68,True,5,95,True,0,False,True,5,1,0,64,1,1,1,2,1,-1,False
7,92,False,8,64,True,1,False,True,4,2,0,66,2,1,2,0,0,0,False
16,67,False,7,95,True,2,False,True,5,0,0,63,1,1,0,1,1,0,True
19,61,True,8,83,True,1,True,False,3,0,0,62,0,2,0,1,1,-1,False
14,85,True,8,54,True,1,True,False,4,2,1,65,1,1,0,2,1,-1,False
19,99,False,8,69,True,0,True,False,2,0,1,68,0,2,0,2,1,-1,False
20,73,True,8,74,True,1,True,False,4,0,1,65,2,2,0,0,0,-1,False
19,65,True,7,68,True,1,False,True,4,1,0,63,1,2,0,0,0,0,False
16,83,True,7,56,True,3,False,True,2,0,0,68,2,2,1,1,1,-1,False
21,96,True,4,78,True,2,True,False,2,0,0,72,1,2,0,2,1,1,False
23,91,False,6,57,True,2,True,False,3,0,0,69,2,0,1,0,1,1,False
13,85,False,6,96,True,1,False,True,5,2,2,66,0,1,0,0,2,1,False
28,73,True,7,93,True,2,True,False,3,1,0,68,0,0,2,0,2,0,False
19,82,False,6,74,True,1,False,True,2,0,1,64,0,0,1,1,2,0,False
20,64,True,8,53,True,1,False,True,2,0,0,61,1,0,0,0,1,1,False
24,87,False,6,78,True,0,False,True,2,2,0,67,0,1,2,0,0,0,True
21,89,True,9,80,True,0,False,True,3,2,1,68,1,0,1,1,0,0,False
26,99,False,6,94,True,2,False,True,3,0,0,74,1,1,2,1,1,1,False
22,70,True,6,53,True,3,False,True,2,0,0,67,1,2,1,1,2,1,False
16,61,True,6,85,True,2,True,False,3,0,0,64,1,2,1,1,1,1,False
22,82,False,6,78,True,3,False,True,3,0,1,69,0,2,1,1,2,0,False
13,88,True,9,59,True,0,True,False,3,0,2,63,2,1,1,0,1,-1,True
21,92,False,7,56,True,0,True,False,4,0,1,67,1,1,1,0,1,0,False
20,68,True,7,85,True,1,False,True,3,1,2,65,2,1,1,1,1,0,False
19,70,True,6,67,True,5,False,True,4,2,1,67,1,1,1,1,0,1,False
19,81,False,7,100,True,1,True,False,5,2,1,68,2,1,1,0,1,-1,False
9,73,True,7,95,False,3,True,False,3,2,0,62,1,0,1,0,1,-1,False
17,94,True,7,78,True,1,False,True,3,1,0,70,2,1,1,0,2,0,False
21,79,True,7,82,True,1,False,True,3,0,0,67,0,2,1,2,1,-1,False
21,92,True,9,58,True,2,False,True,5,0,1,89,2,2,1,2,1,0,False
14,83,True,7,95,True,1,True,False,2,0,0,65,2,1,0,0,1,0,True
28,91,True,5,73,False,2,False,True,2,0,0,69,0,1,1,1,1,0,False
15,73,False,7,76,True,2,False,True,4,0,2,64,1,1,2,0,1,1,False
26,93,False,6,94,True,6,True,False,4,0,0,74,2,0,1,2,1,-1,False
23,71,False,8,50,True,0,False,True,2,0,2,64,1,2,1,2,1,1,False
16,82,False,7,75,True,0,False,True,2,2,1,64,0,2,1,0,1,-1,False
31,69,True,9,81,True,2,True,False,2,1,0,67,1,0,1,1,1,-1,False
13,79,True,6,58,True,2,False,True,4,1,1,63,0,0,2,1,1,1,False
26,73,True,7,53,True,3,True,False,5,0,1,68,2,1,0,1,2,0,False
26,71,True,5,77,True,0,False,True,5,2,0,66,0,1,0,1,1,0,False
16,99,True,7,77,True,0,False,True,3,0,1,68,0,2,2,0,1,0,True
28,66,False,5,67,True,1,True,False,1,2,1,68,1,2,1,2,1,1,False
18,91,False,7,94,True,3,True,False,2,0,0,69,1,1,1,0,1,0,False
22,99,False,7,65,True,3,False,True,3,2,0,71,2,0,1,0,0,0,False
22,61,True,7,76,True,1,False,True,3,1,0,65,0,2,1,2,1,1,False
19,88,True,8,59,True,2,True,False,4,0,0,67,0,1,1,1,1,0,False
25,70,False,7,51,True,1,False,True,4,1,0,65,1,1,1,2,1,-1,False
25,62,False,5,71,True,0,True,False,4,0,1,65,2,1,1,0,2,1,False
10,76,False,6,76,True,1,False,True,2,2,0,80,1,0,1,2,2,-1,False
28,97,True,7,88,True,2,False,True,2,0,1,74,1,1,2,1,1,0,False
10,60,False,7,72,False,3,False,True,3,0,0,59,1,1,0,1,0,1,False
26,84,False,7,64,True,2,False,True,3,0,0,69,1,1,0,2,2,0,False
27,80,True,9,80,True,0,False,True,2,0,1,66,1,0,1,2,1,0,True
13,95,True,7,69,True,1,False,True,2,2,1,66,1,1,1,0,0,1,True
18,63,False,8,62,True,2,False,True,4,0,0,65,2,2,1,2,1,1,False
13,87,True,4,96,True,3,False,True,3,1,0,67,2,1,0,0,0,0,True
19,87,False,8,77,True,3,True,False,4,0,1,69,2,2,0,0,1,0,False
18,87,True,10,60,True,2,False,True,3,0,0,68,1,0,2,1,1,1,False
25,98,True,9,84,True,1,True,False,2,2,0,73,1,1,1,1,2,0,False
28,93,True,6,90,True,1,False,True,2,0,0,71,0,2,1,0,1,1,True
28,62,True,10,88,True,0,False,True,2,2,1,67,2,1,1,0,2,1,True
17,79,True,7,80,True,1,False,True,3,1,0,67,1,1,0,2,2,1,False
19,76,False,7,76,True,0,False,True,2,2,0,66,2,0,1,2,2,0,False
10,72,False,7,89,True,3,False,True,4,1,0,63,1,0,1,1,1,-1,False
15,78,False,7,85,False,1,False,True,1,0,2,65,2,2,1,2,1,-1,False
26,75,True,4,79,True,2,False,True,1,1,0,67,1,0,1,2,1,-1,False
30,77,True,8,83,True,1,False,True,3,1,0,69,1,0,1,0,0,1,False
13,99,True,7,58,True,1,False,True,2,0,0,67,1,1,1,0,1,0,False
16,64,True,7,51,True,4,False,True,3,1,0,66,2,1,2,2,2,0,False
20,97,True,7,97,True,2,True,False,4,0,1,74,2,2,0,1,2,0,False
15,85,True,7,89,True,0,False,True,4,1,1,66,0,1,2,1,1,-1,False
23,93,True,9,69,True,0,True,False,3,2,1,69,2,0,0,1,1,1,True
17,74,True,8,58,True,1,False,True,2,1,2,63,1,1,0,2,1,0,False
20,77,True,7,68,False,0,True,False,3,1,0,65,1,0,1,1,2,1,False
23,76,False,7,86,False,1,True,False,4,1,2,64,0,1,0,0,1,1,False
20,75,False,7,67,True,0,True,False,4,0,0,64,0,1,2,1,1,0,False
17,97,True,6,90,True,2,False,True,2,0,1,69,0,2,0,1,0,-1,False
19,93,False,7,84,True,5,False,True,3,0,0,73,2,2,1,0,2,-1,False
19,64,True,8,81,True,1,False,True,3,0,1,62,1,1,2,1,1,-1,True
18,64,True,7,97,True,2,True,False,4,1,0,62,0,0,0,1,0,0,False
18,77,True,6,95,True,0,True,False,2,2,1,68,1,1,2,1,2,1,False
30,64,False,7,86,True,1,True,False,3,2,2,66,1,1,0,1,1,1,False
23,85,True,8,60,True,2,False,True,1,1,1,68,0,2,2,1,1,1,True
18,66,True,5,97,True,4,False,True,4,0,1,66,0,2,1,1,1,0,False
24,81,True,6,61,True,3,False,True,3,2,0,69,0,1,0,1,1,1,False
18,60,True,5,69,True,0,False,True,2,2,0,62,1,1,1,1,1,0,False
27,73,False,7,91,True,2,False,True,4,1,2,68,0,1,1,2,1,0,False
22,87,False,8,60,True,2,False,True,2,1,1,67,1,1,0,1,2,-1,False
19,79,False,9,82,True,1,True,False,4,0,0,65,0,1,1,0,1,0,False
23,99,False,9,73,True,0,False,True,4,1,0,69,0,1,1,0,1,-1,False
11,95,False,6,81,True,2,False,True,3,0,0,67,1,1,2,0,0,1,False
13,74,True,7,98,True,0,False,True,3,2,0,64,0,0,2,1,1,1,False
13,62,True,6,90,False,3,True,False,3,2,0,62,0,1,1,2,2,0,True
21,94,True,9,65,True,5,True,False,3,0,0,71,1,1,0,2,2,0,True
30,96,True,9,53,False,0,True,False,3,0,0,72,1,2,1,1,1,0,False
33,93,True,7,98,True,0,False,True,2,0,0,74,2,2,0,1,1,-1,True
24,65,False,6,79,True,1,False,True,2,2,0,66,0,2,0,1,2,0,False
23,100,True,4,59,True,2,False,True,4,0,0,72,2,0,1,1,1,1,False
9,70,False,5,81,True,1,True,False,4,2,0,65,2,1,1,2,2,0,False
17,89,True,4,52,True,0,False,True,3,1,2,67,2,1,2,0,1,1,False
15,96,True,5,59,True,2,True,False,2,0,0,70,1,2,2,1,2,0,False
16,69,True,10,82,True,0,False,True,1,0,1,62,2,1,1,0,2,-1,True
19,96,True,5,70,True,0,False,True,2,0,2,66,0,0,2,0,1,1,False
17,72,True,5,66,True,2,False,True,3,1,0,65,0,1,1,2,2,-1,False
8,99,True,6,83,True,2,False,True,4,2,0,70,0,2,2,1,2,1,True
24,71,True,10,93,True,2,True,False,2,1,0,69,2,2,0,1,1,1,True
14,98,True,7,84,True,3,False,True,3,0,0,70,1,1,0,2,1,0,False
21,62,False,8,73,True,2,True,False,2,1,0,66,2,2,1,2,1,-1,False
32,88,True,7,83,True,1,True,False,4,2,0,73,1,0,0,0,2,1,False
14,81,False,4,85,True,3,False,True,4,2,1,69,2,1,0,1,2,1,False
5,79,True,9,89,True,3,True,False,3,1,0,66,2,2,0,1,1,0,False
18,69,True,8,65,True,4,False,True,4,0,2,65,2,1,1,1,1,0,False
27,88,False,7,56,True,2,False,True,4,2,0,70,1,0,2,0,1,0,False
32,68,False,10,84,True,0,True,False,2,2,2,70,2,2,1,1,2,1,False
13,82,False,6,56,True,2,False,True,4,2,0,67,2,1,2,0,2,0,False
23,70,True,7,73,True,1,True,False,3,2,0,68,1,2,2,0,1,1,False
17,98,True,6,62,True,1,True,False,2,1,0,68,1,0,0,1,1,0,False
19,61,False,9,67,True,0,False,True,2,1,2,61,2,1,1,0,1,-1,False
36,68,True,8,74,True,2,False,True,3,0,0,70,1,1,2,1,1,-1,False
11,70,False,7,95,True,0,False,True,5,1,1,65,2,2,2,0,2,-1,False
22,77,True,5,84,False,3,False,True,2,0,1,66,0,1,1,2,1,1,False
23,69,True,6,59,True,3,False,True,3,2,1,67,1,1,1,2,1,0,False
27,80,True,5,94,True,3,False,True,3,0,0,69,0,0,2,2,1,-1,False
21,95,False,9,75,True,1,False,True,2,1,2,69,1,2,1,0,1,0,False
22,88,True,5,60,True,1,False,True,2,0,1,67,1,1,0,0,1,0,False
18,83,False,9,76,True,0,True,False,4,0,0,66,2,0,1,1,0,0,False
22,64,True,9,60,True,1,True,False,2,0,0,63,0,1,1,2,2,0,False
18,88,False,6,68,True,0,False,True,4,0,2,67,2,1,0,1,2,0,False
24,67,True,6,90,True,0,False,True,1,1,2,64,2,0,1,0,1,0,False
18,91,False,6,83,True,2,True,False,4,0,0,68,1,0,1,0,1,0,False
20,77,False,9,61,True,2,False,True,3,0,0,65,1,0,1,1,1,0,False
27,74,True,9,64,False,1,False,True,3,0,0,65,1,0,2,0,1,0,False
20,94,True,6,99,True,0,False,True,4,1,0,70,0,1,1,1,1,-1,False
9,65,True,9,67,True,1,False,True,3,0,0,62,1,2,1,2,1,0,False
28,83,False,9,81,True,0,False,True,4,0,1,68,2,0,1,0,1,0,False
15,66,True,7,75,True,0,False,True,3,1,0,62,0,2,0,2,2,-1,False
16,88,True,7,51,True,0,False,True,3,1,0,68,1,2,1,1,1,1,False
16,96,True,9,97,True,0,True,False,5,1,0,72,2,1,1,1,2,0,False
28,77,True,9,54,True,1,False,True,3,2,0,70,2,1,0,2,1,1,False
7,80,False,9,83,False,3,False,True,3,0,2,62,2,1,0,1,1,0,False
39,97,True,10,91,True,2,False,True,3,0,1,79,2,2,1,0,1,1,False
26,81,True,8,87,True,2,False,True,1,2,0,73,1,2,1,2,2,0,False
21,80,True,7,90,True,1,False,True,2,1,2,68,2,2,2,0,0,-1,False
20,83,True,9,87,True,0,False,True,2,0,0,68,2,1,0,2,1,0,False
22,88,True,10,72,True,2,False,True,2,0,1,69,1,1,1,0,2,0,False
23,64,True,6,95,True,1,False,True,2,1,2,63,1,0,2,0,1,1,True
24,93,True,7,96,False,5,False,True,4,2,0,74,1,1,1,2,1,-1,False
